f_i,x_eff,B_eff
0.1,106.66153846153847,23.519932622122404
0.1,84.76464646464646,17.843771043771046
0.1,76.35406976744187,19.267054263565896
0.1,105.46153846153848,24.07121467340445
0.1,80.98484848484848,17.02861952861953
0.1,82.1888888888889,17.11986531986532
0.1,84.61313131313132,17.23771043771044
0.1,91.70588235294119,20.10196078431373
0.1,83.24949494949496,16.210774410774413
0.1,84.44040404040405,17.372390572390575
0.1,92.26470588235294,20.827450980392157
0.1,66.62378223495702,10.458070678127985
0.1,80.26590257879656,16.899235912129896
0.1,49.63838383838383,15.343771043771048
0.1,76.45656565656566,16.934680134680136
0.1,76.1419795221843,15.27622298065984
0.1,85.42121212121212,16.901010101010105
0.1,79.21717171717172,17.16329966329966
0.1,76.66666666666667,16.80976430976431
0.1,74.96666666666667,18.719191919191918
0.1,74.96666666666667,16.42962962962963
0.1,52.46666666666666,15.427946127946127
0.1,52.46666666666666,15.62996632996633
0.1,82.44756446991404,18.97765042979943
0.1,105.51538461538462,22.504548006737785
0.1,70.04698795180722,14.699598393574297
0.15,65.52008032128514,18.29552693532752
0.15,67.29598393574297,16.7429718875502
0.15,66.96586345381526,18.087799473757098
0.15,75.6989898989899,17.657958899338208
0.15,82.64343434343434,16.700104493207945
0.15,82.64766839378237,20.86154189744506
0.15,44.4949494949495,15.778474399164054
0.15,53.6,13.793103448275861
0.15,47.11313131313132,15.959944270289098
0.15,73.73037249283668,16.166781938543622
0.15,88.1989898989899,17.762452107279692
0.15,82.23939393939395,17.3967258794845
0.15,67.0,20.13365215202618
0.15,55.1,10.275862068965518
0.15,75.02121212121213,18.389411354928598
0.15,89.17647058823529,22.417849898580126
0.15,97.78321167883212,25.326138937830358
0.15,80.44183381088826,17.67572374271317
0.15,77.87070707070707,16.926506443747822
0.15,71.06060606060606,16.48380355276907
0.15,58.0,11.827586206896552
0.15,83.12727272727274,17.48380355276907
0.15,77.87070707070707,17.657958899338208
0.15,73.06024096385542,18.57249688408808
0.15,83.35730659025788,18.940420907024997
0.15,87.5419795221843,19.5306578792515
0.15,75.04242424242423,16.752351097178682
0.15,72.26586345381526,15.85666805151641
0.15,80.50664571171981,17.227180527383368
0.15,50.69898989898989,15.245907349355626
0.2,93.36153846153846,26.698005698005698
0.2,73.83838383838385,17.01271979049757
0.2,51.4,19.486661486661482
0.2,62.72091690544412,11.991510134776611
0.2,43.484848484848484,16.29255518144407
0.2,69.15858585858587,19.302656191545083
0.2,68.13131313131314,17.368125701459036
0.2,66.43131313131313,19.751589973812198
0.2,7.6,6.222222222222222
0.2,40.10000000000001,19.35042735042735
0.2,74.06879432624113,18.506396112424483
0.2,57.54785100286532,11.620078531253316
0.2,79.49819925621452,14.356125356125355
0.2,66.86586345381525,16.466755912539046
0.2,70.99844559585492,18.797553252734602
0.2,51.4,13.11111111111111
0.2,54.83299037504148,15.183574879227054
0.2,71.96161616161615,18.647961092405538
0.2,10.5,7.888888888888889
0.2,72.43664064467389,18.165113741291027
0.2,82.97755345032871,22.59981708684923
0.2,56.61927710843374,13.941246467350883
0.2,69.95100286532951,17.023347129364325
0.2,63.46345381526105,19.754871337200658
0.2,65.04524096385543,17.88452327829838
0.2,74.73939393939393,19.919940142162364
0.2,44.61717171717172,15.514777403666292
0.2,74.61717171717171,20.144407033295924
0.2,82.81240875912408,25.24844552581779
0.2,79.66363636363636,18.816311260755704
0.25,42.676767676767675,10.353535353535353
0.25,70.56879432624113,14.958581560283687
0.25,25.08430034129693,8.859658703071673
0.25,61.3,18.8
0.25,60.83151862464183,17.8065329512894
0.25,37.31395348837209,21.650232558139535
0.25,57.51124497991968,17.897510040160647
0.25,75.51162790697674,22.930232558139537
0.25,72.1281541173508,20.98271468144044
0.25,62.66024096385543,18.732048192771085
0.25,78.53151862464185,21.613180515759314
0.25,42.64705882352941,17.51294117647059
0.25,42.3,15.12
0.25,34.949494949494955,16.303030303030305
0.25,46.539160839160836,15.645594405594403
0.25,82.50438247011952,16.57163346613546
0.25,59.67171717171717,20.434343434343436
0.25,61.939865244244814,20.17265887397274
0.25,69.89898989898991,17.089292929292927
0.25,56.00659025787966,17.017421203438396
0.25,60.0413654618474,18.986506024096386
0.25,51.111244979919675,16.94875502008032
0.25,57.3,15.12
0.25,51.088235294117645,10.188235294117646
0.25,34.15461847389558,17.85333333333333
0.25,33.03012048192771,16.279036144578313
0.25,40.4,7.76
0.25,57.31818181818181,12.312727272727273
0.25,80.05616045845272,19.724469914040114
0.25,2.9,8.52
0.3,65.36153846153846,20.118589743589745
0.3,46.79090438473883,23.93838760332004
0.3,61.916788321167886,22.536496350364967
0.3,61.067335243552996,20.340854823304678
0.3,51.05882352941176,15.850490196078432
0.3,40.0,11.125
0.3,64.50737649804216,19.12456822107081
0.3,47.57751004016065,18.4127593708166
0.3,57.2,17.07816301703163
0.3,27.2,12.0
0.3,60.728132246046435,17.515927189988624
0.3,47.5,18.458333333333332
0.3,55.430120481927716,18.658969210174032
0.3,27.2,10.791666666666666
0.3,74.10425531914893,22.51950354609929
0.3,24.734129692832763,9.082906712172923
0.3,38.368794326241144,16.770641252955084
0.3,52.337751004016056,14.859605087014726
0.3,47.5,11.208333333333334
0.3,44.929418672930126,14.448717948717947
0.3,40.3,10.375
0.3,62.58695652173914,20.765217391304347
0.3,55.95038167938931,15.75
0.3,57.528250633828314,21.20086321381142
0.3,64.87564766839378,18.558937823834196
0.3,58.08869565217391,21.6375
0.3,35.1,20.4875
0.3,52.77373737373737,10.898989898989898
0.3,59.80104895104896,19.573426573426573
0.3,10.5,7.0
0.35,45.1,8.909090909090908
0.35,46.12409638554217,20.410551296093466
0.35,47.43846153846154,15.714452214452212
0.35,59.869477911646584,15.717597663380797
0.35,55.389959839357424,15.352500912741876
0.35,22.38341968911917,15.1123410268488
0.35,27.08341968911917,15.762364578426752
0.35,33.39230769230769,23.713461538461537
0.35,49.263636363636365,12.130853994490359
0.35,46.1,24.765096217650964
0.35,46.00481927710843,12.164293537787513
0.35,50.13895582329317,19.186929536327128
0.35,30.58817204301075,14.165200391006842
0.35,40.4,6.7727272727272725
0.35,29.54335664335664,21.75683407501589
0.35,55.2714859437751,17.852500912741878
0.35,40.31819783270165,16.04863318499682
0.35,38.3,16.09090909090909
0.35,14.7,10.863636363636363
0.35,70.6956204379562,24.304910418049108
0.35,4.7,9.681818181818182
0.35,53.0,16.045454545454547
0.35,42.2979797979798,19.249311294765842
0.35,14.7,10.863636363636363
0.35,37.4,13.454545454545455
0.35,34.17918088737202,19.060347502327026
0.35,38.3,9.272727272727273
0.35,38.333333333333336,15.886134067952252
0.35,39.6,16.363636363636363
0.35,51.25898949112182,22.02369556725823
0.4,33.40425531914894,14.71631205673759
0.4,54.416788321167886,20.3
0.4,64.54651162790698,27.215116279069765
0.4,52.892771084337355,16.743574297188754
0.4,31.276744186046518,22.677906976744186
0.4,50.9,22.55
0.4,53.56994818652849,25.677461139896376
0.4,40.753794326241135,22.54959219858156
0.4,10.543568464730289,12.4051867219917
0.4,37.1,13.3
0.4,7.6,8.4
0.4,56.9,23.3
0.4,9.2,9.6
0.4,21.26744186046512,21.05029069767442
0.4,17.9,9.9
0.4,28.537535816618906,13.76733524355301
0.4,30.1,9.8
0.4,51.095988538681944,19.136819484240686
0.4,30.1,12.05
0.4,17.09156626506024,12.45
0.4,26.1,14.4
0.4,46.7,20.5
0.4,40.0,8.75
0.4,44.9,23.5
0.4,59.23534136546185,16.54638554216867
0.4,7.6,10.65
0.4,19.0,11.75
0.4,33.1,9.3
0.4,37.5,8.25
0.4,39.66827309236948,16.284939759036142
0.45,32.91264367816092,14.756805807622504
0.45,14.853846153846153,14.058029689608636
0.45,28.8,14.68421052631579
0.45,41.90437956204379,25.306953515174797
0.45,10.4,12.789473684210526
0.45,33.33916083916084,14.849466323150535
0.45,46.23913043478261,20.423340961098397
0.45,19.9,8.631578947368421
0.45,0.0,2.3684210526315788
0.45,15.0,8.894736842105264
0.45,7.6,11.210526315789474
0.45,27.872340425531917,7.129525942515865
0.45,42.49999999999999,21.871251834766195
0.45,15.0,5.473684210526316
0.45,32.090904384738835,19.708473310936913
0.45,39.246153846153845,14.793154214206846
0.45,43.35454545454545,4.875598086124401
0.45,42.34240687679083,20.324988689488762
0.45,22.5,13.631578947368421
0.45,50.23140845627496,16.552222525224977
0.45,16.204379562043794,12.108943687891056
0.45,24.700000000000003,15.44186046511628
0.45,38.5,20.449816401468787
0.45,31.5,19.157894736842106
0.45,37.5,18.526315789473685
0.45,20.8,18.0
0.45,18.87550200803213,18.054533925174383
0.45,0.0,2.3684210526315788
0.45,23.5,18.57894736842105
0.45,51.80470914127424,21.917772270010204
0.5,41.43617021276596,18.743846474760115
0.5,36.81818181818181,17.176470588235293
0.5,24.0,9.176470588235293
0.5,38.38341968911917,25.852483998780855
0.5,29.71818181818181,13.62566844919786
0.5,30.0,7.0588235294117645
0.5,32.687551867219916,16.584574078594095
0.5,37.35828027126366,24.0790586773613
0.5,53.40425531914893,15.02711722987067
0.5,16.932867132867134,23.5351707116413
0.5,46.2043795620438,20.514813224559898
0.5,44.9,21.705882352941178
0.5,17.96511627906977,15.124487004103965
0.5,16.1,16.470588235294116
0.5,10.0,8.529411764705882
0.5,43.5,14.411764705882353
0.5,41.07202797202797,21.502125325654735
0.5,41.4,12.705882352941176
0.5,19.7,15.235294117647058
0.5,22.251004016064257,17.74273564847626
0.5,44.96153846153847,22.990950226244344
0.5,9.2,11.411764705882353
0.5,34.23571428571428,16.525210084033613
0.5,22.9,21.552429667519185
0.5,5.8,17.11764705882353
0.5,39.77710843373494,13.68710134656272
0.5,20.2,16.352941176470587
0.5,29.5,8.529411764705882
0.5,22.5,9.941176470588236
0.5,30.1,11.529411764705882
0.55,7.5,11.0
0.55,22.2,17.133333333333333
0.55,6.204379562043795,12.391727493917275
0.55,13.739160839160837,10.604662004662003
0.55,35.8,17.0
0.55,43.8,27.0
0.55,32.67557251908397,21.133333333333333
0.55,27.5,18.4
0.55,13.900709219858157,12.009456264775416
0.55,0.0,7.933333333333334
0.55,19.7,14.133333333333333
0.55,14.7,13.509090909090908
0.55,13.846153846153845,18.809324009324012
0.55,11.6,16.333333333333332
0.55,28.7,13.8
0.55,33.33916083916084,11.666666666666666
0.55,19.234939759036145,17.445381526104416
0.55,0.0,12.266666666666667
0.55,21.318181818181817,19.466666666666665
0.55,15.0,17.266666666666666
0.55,10.0,6.666666666666667
0.55,0.0,3.0
0.55,26.69230769230769,17.46153846153846
0.55,7.5,8.0
0.55,0.0,12.266666666666667
0.55,15.950381679389313,13.333333333333334
0.55,4.7,16.2
0.55,7.0,11.6
0.55,24.651162790697676,17.666666666666668
0.55,7.819277108433735,7.402945113788487
0.6,21.3,12.714285714285714
0.6,4.7,5.428571428571429
0.6,4.5,7.142857142857143
0.6,6.280141843971631,13.021783181357648
0.6,6.993006993006992,11.36213786213786
0.6,27.82608695652174,21.304347826086957
0.6,4.5,9.214285714285714
0.6,30.291970802919707,11.688311688311687
0.6,25.669477911646585,18.185886402753873
0.6,15.0,11.928571428571429
0.6,16.45421686746988,10.707401032702238
0.6,14.1,13.285714285714286
0.6,25.9,14.0
0.6,2.9,20.5
0.6,4.7,8.785714285714286
0.6,36.8,23.928571428571427
0.6,28.493975903614455,20.562248995983936
0.6,0.0,0.0
0.6,0.0,6.428571428571429
0.6,0.0,0.0
0.6,7.4,17.214285714285715
0.6,21.5,25.785714285714285
0.6,16.99346405228758,10.561157796451914
0.6,4.5,7.142857142857143
0.6,21.518181818181816,13.857142857142858
0.6,36.40070921985815,14.438703140830798
0.6,10.0,10.357142857142858
0.6,6.993006993006992,9.29070929070929
0.6,11.795180722891567,8.267641996557659
0.6,16.0,21.857142857142858
0.65,7.0,9.166666666666666
0.65,7.5,13.916666666666666
0.65,3.5,10.75
0.65,0.0,0.0
0.65,0.0,3.9166666666666665
0.65,9.8,14.0
0.65,27.854545454545452,28.416666666666668
0.65,33.33916083916084,14.583333333333334
0.65,12.116788321167883,21.90632603406326
0.65,0.0,2.4166666666666665
0.65,18.478494623655912,18.234767025089607
0.65,0.0,7.833333333333333
0.65,4.5,14.666666666666666
0.65,0.0,3.75
0.65,28.5,20.416666666666668
0.65,4.5,8.333333333333334
0.65,0.0,11.416666666666666
0.65,10.0,8.333333333333334
0.65,12.2,17.833333333333332
0.65,32.49999999999999,14.874031007751938
0.65,19.18604651162791,21.213178294573645
0.65,10.839160839160838,10.75
0.65,0.0,7.666666666666667
0.65,27.1,13.666666666666666
0.65,16.2,12.083333333333334
0.65,0.0,2.4166666666666665
0.65,34.6,18.916666666666668
0.65,0.0,0.0
0.65,21.450381679389317,12.083333333333334
0.65,22.5,12.416666666666666
0.7,4.7,4.7
0.7,0.0,7.5
0.7,6.204379562043795,13.795620437956206
0.7,5.145161290322581,9.497311827956988
0.7,0.0,0.0
0.7,7.5,10.4
0.7,11.4,8.5
0.7,0.0,9.0
0.7,2.9,7.6
0.7,0.0,4.5
0.7,12.08835341365462,17.069477911646583
0.7,17.5,23.513986013986013
0.7,2.9,18.8
0.7,0.0,0.0
0.7,0.0,4.5
0.7,0.0,4.5
0.7,4.7,4.7
0.7,11.22093023255814,14.5
0.7,14.5,23.19230769230769
0.7,14.9,20.4
0.7,20.01626280696048,26.262806960481377
0.7,26.5,28.8
0.7,11.3,15.3
0.7,0.0,7.4
0.7,0.0,9.4
0.7,15.0,7.5
0.7,0.0,0.0
0.7,3.5,17.2
0.7,2.9,7.4
0.7,11.0,19.0
0.75,0.0,5.0
0.75,8.4,16.791826309067687
0.75,0.0,15.444444444444445
0.75,0.0,5.0
0.75,0.0,0.0
0.75,6.8181818181818175,11.111111111111109
0.75,3.5,8.88888888888889
0.75,14.991503267973858,14.333333333333334
0.75,0.0,5.0
0.75,6.8181818181818175,15.292929292929292
0.75,0.0,8.333333333333334
0.75,16.818181818181817,11.111111111111109
0.75,0.0,0.0
0.75,12.2,18.77777777777778
0.75,7.0,8.88888888888889
0.75,0.0,13.666666666666666
0.75,0.0,0.0
0.75,15.0,11.555555555555555
0.75,0.0,10.222222222222221
0.75,6.204379562043795,11.11111111111111
0.75,0.0,0.0
0.75,0.0,10.444444444444445
0.75,3.5,3.888888888888889
0.75,0.0,5.0
0.75,0.0,0.0
0.75,15.0,13.555555555555555
0.75,0.0,8.222222222222221
0.75,11.0,30.11111111111111
0.75,12.797927461139896,11.97466896948762
0.75,17.17557251908397,11.11111111111111
0.8,6.3,10.0
0.8,4.5,14.285714285714286
0.8,8.235714285714286,18.755102040816325
0.8,0.0,6.428571428571429
0.8,0.0,6.428571428571429
0.8,0.0,10.714285714285714
0.8,0.0,6.428571428571429
0.8,16.818181818181817,14.285714285714283
0.8,7.5,17.142857142857142
0.8,0.0,0.0
0.8,0.0,12.857142857142858
0.8,0.0,4.142857142857143
0.8,6.950354609929079,18.163120567375888
0.8,0.0,0.0
0.8,7.4,18.428571428571427
0.8,0.0,6.428571428571429
0.8,0.0,0.0
0.8,0.0,13.428571428571429
0.8,0.0,6.428571428571429
0.8,0.0,0.0
0.8,7.5,14.857142857142858
0.8,0.0,4.142857142857143
0.8,0.0,0.0
0.8,0.0,0.0
0.8,0.0,6.714285714285714
0.8,6.692307692307692,18.846153846153843
0.8,0.0,10.714285714285714
0.8,0.0,6.428571428571429
0.8,8.851674641148325,18.428571428571427
0.8,3.5,5.0
0.85,0.0,0.0
0.85,0.0,0.0
0.85,0.0,0.0
0.85,7.5,15.0
0.85,0.0,0.0
0.85,5.2,14.0
0.85,0.0,9.0
0.85,0.0,0.0
0.85,0.0,0.0
0.85,3.5,7.0
0.85,3.5,16.0
0.85,4.5,20.0
0.85,0.0,9.4
0.85,0.0,0.0
0.85,0.0,0.0
0.85,0.0,16.4
0.85,0.0,0.0
0.85,0.0,0.0
0.85,0.0,0.0
0.85,0.0,0.0
0.85,3.5,22.2
0.85,6.950354609929079,31.02836879432624
0.85,0.0,7.0
0.85,0.0,0.0
0.85,7.5,29.8
0.85,0.0,0.0
0.85,5.2,14.0
0.85,0.0,9.0
0.85,0.0,9.4
0.85,0.0,0.0
0.9,0.0,27.5
0.9,0.0,7.25
0.9,0.0,8.75
0.9,0.0,11.25
0.9,0.0,0.0
0.9,0.0,0.0
0.9,0.0,0.0
0.9,0.0,30.0
0.9,3.5,8.75
0.9,0.0,11.25
0.9,0.0,11.25
0.9,0.0,0.0
0.9,0.0,0.0
0.9,0.0,0.0
0.9,0.0,0.0
0.9,0.0,26.0
0.9,0.0,0.0
0.9,0.0,11.75
0.9,0.0,0.0
0.9,2.9,7.25
0.9,0.0,0.0
0.9,0.0,0.0
0.9,0.0,11.75
0.9,0.0,18.75
0.9,0.0,0.0
0.9,0.0,0.0
0.9,0.0,0.0
0.9,6.8181818181818175,24.999999999999996
0.9,3.5,19.5
0.9,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,17.5
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,52.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,0.0
0.95,0.0,17.5
0.95,0.0,17.5
0.95,3.5,39.0
0.95,0.0,22.5
0.95,0.0,0.0
0.95,0.0,22.5
0.95,0.0,0.0
0.95,0.0,0.0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
